Pause Before,Size,Left Span,Right Span,Weight,RL Ratio,WS Ratio
967,4,3,2,2,0.6666666666666666,0.5
4946,2,2,1,1,0.5,0.5
2138,3,3,1,1,0.3333333333333333,0.3333333333333333
1528,4,4,1,1,0.25,0.25
1841,5,5,1,1,0.19999999999999998,0.19999999999999998
1607,3,1,3,1,3.0,0.3333333333333333
7051,4,2,3,2,1.5,0.5
1264,3,2,3,2,1.5,0.6666666666666666
1685,4,3,3,2,1.0,0.5
6318,2,1,2,1,2.0,0.5
1373,3,2,2,2,1.0,0.6666666666666666
983,4,3,2,2,0.6666666666666666,0.5
624,5,4,2,2,0.5,0.39999999999999997
1279,2,2,2,2,1.0,1.0
1467,2,2,2,2,1.0,1.0
1513,3,3,2,2,0.6666666666666666,0.6666666666666666
234,4,4,2,2,0.5,0.5
2168,5,5,2,2,0.39999999999999997,0.39999999999999997
1341,2,2,2,2,1.0,1.0
827,1,1,1,1,1.0,1.0
1669,2,2,1,1,0.5,0.5
3291,3,3,2,2,0.6666666666666666,0.6666666666666666
2559,4,4,2,2,0.5,0.5
592,5,5,2,2,0.39999999999999997,0.39999999999999997
1903,5,3,4,2,1.3333333333333333,0.39999999999999997
2948,6,4,4,3,1.0,0.5
2012,4,3,3,2,1.0,0.5
26582,3,3,2,2,0.6666666666666666,0.6666666666666666
234,4,4,2,2,0.5,0.5
327,5,5,2,2,0.39999999999999997,0.39999999999999997
983,6,6,2,2,0.3333333333333333,0.3333333333333333
1045,4,3,2,2,0.6666666666666666,0.5
1279,5,4,2,2,0.5,0.39999999999999997
3962,6,5,2,2,0.39999999999999997,0.3333333333333333
608,3,3,1,1,0.3333333333333333,0.3333333333333333
12293,4,4,1,1,0.25,0.25
3946,2,1,2,1,2.0,0.5
1280,2,2,2,2,1.0,1.0
670,1,1,1,1,1.0,1.0
2200,2,2,1,1,0.5,0.5
375,3,3,1,1,0.3333333333333333,0.3333333333333333
3042,4,4,1,1,0.25,0.25
6989,5,5,1,1,0.19999999999999998,0.19999999999999998
2917,1,1,1,1,1.0,1.0
1701,1,1,1,1,1.0,1.0
2418,2,2,2,2,1.0,1.0
3120,3,2,2,2,1.0,0.6666666666666666
718,4,3,2,2,0.6666666666666666,0.5
2309,5,4,2,2,0.5,0.39999999999999997
2215,2,2,2,2,1.0,1.0
671,3,3,2,2,0.6666666666666666,0.6666666666666666
3963,4,4,2,2,0.5,0.5
2948,3,2,3,2,1.5,0.6666666666666666
452,3,3,3,3,1.0,1.0
3978,4,4,3,3,0.75,0.75
4805,2,2,2,2,1.0,1.0
827,3,3,2,2,0.6666666666666666,0.6666666666666666
702,4,4,3,3,0.75,0.75
328,4,4,2,2,0.5,0.5
546,5,5,2,2,0.39999999999999997,0.39999999999999997
640,6,6,2,2,0.3333333333333333,0.3333333333333333
4525,2,2,2,2,1.0,1.0
671,2,2,2,2,1.0,1.0
858,3,3,2,2,0.6666666666666666,0.6666666666666666
1857,4,4,2,2,0.5,0.5
982,2,2,2,2,1.0,1.0
1514,3,3,2,2,0.6666666666666666,0.6666666666666666
3885,1,1,1,1,1.0,1.0
562,2,2,1,1,0.5,0.5
280,3,3,1,1,0.3333333333333333,0.3333333333333333
671,4,4,1,1,0.25,0.25
1903,2,1,2,1,2.0,0.5
3744,1,1,1,1,1.0,1.0
2215,3,1,3,1,3.0,0.3333333333333333
281,2,1,2,1,2.0,0.5
1201,2,2,2,2,1.0,1.0
1154,3,3,2,2,0.6666666666666666,0.6666666666666666
8221,4,4,2,2,0.5,0.5
2059,1,1,1,1,1.0,1.0
2215,2,2,1,1,0.5,0.5
624,3,3,2,2,0.6666666666666666,0.6666666666666666
1591,3,3,1,1,0.3333333333333333,0.3333333333333333
2138,4,4,1,1,0.25,0.25
3666,3,1,3,1,3.0,0.3333333333333333
42447,4,2,3,2,1.5,0.5
2979,2,1,2,1,2.0,0.5
13198,1,1,1,1,1.0,1.0
1794,2,2,1,1,0.5,0.5
10312,1,1,1,1,1.0,1.0
6068,2,2,1,1,0.5,0.5
1279,3,3,1,1,0.3333333333333333,0.3333333333333333
1404,1,1,1,1,1.0,1.0
3557,2,2,1,1,0.5,0.5
1264,1,1,1,1,1.0,1.0
2636,2,2,1,1,0.5,0.5
1591,3,3,1,1,0.3333333333333333,0.3333333333333333
4322,1,1,1,1,1.0,1.0
812,1,1,1,1,1.0,1.0
2714,2,1,2,1,2.0,0.5
890,3,2,2,2,1.0,0.6666666666666666
1014,4,3,3,3,1.0,0.75
3058,5,3,3,3,1.0,0.6
6521,6,4,3,3,0.75,0.5
4977,7,5,3,3,0.6,0.42857142857142855
1216,4,3,2,2,0.6666666666666666,0.5
374,5,4,2,2,0.5,0.39999999999999997
1404,6,5,2,2,0.39999999999999997,0.3333333333333333
4961,2,2,2,2,1.0,1.0
6599,3,3,3,3,1.0,1.0
1295,4,4,4,4,1.0,1.0
4633,5,5,4,4,0.7999999999999999,0.7999999999999999
905,6,4,5,4,1.25,0.6666666666666666
1077,7,5,5,5,1.0,0.7142857142857142
3885,5,4,4,4,1.0,0.7999999999999999
982,6,5,4,4,0.7999999999999999,0.6666666666666666
936,7,6,4,4,0.6666666666666666,0.5714285714285714
1076,8,7,4,4,0.5714285714285714,0.5
905,9,8,4,4,0.5,0.4444444444444444
1701,10,9,4,4,0.4444444444444444,0.39999999999999997
6349,5,5,3,3,0.6,0.6
796,3,3,2,2,0.6666666666666666,0.6666666666666666
1217,3,2,3,2,1.5,0.6666666666666666
5585,4,3,3,3,1.0,0.75
904,3,3,3,3,1.0,1.0
1357,2,2,2,2,1.0,1.0
889,3,3,2,2,0.6666666666666666,0.6666666666666666
686,4,4,2,2,0.5,0.5
3214,2,2,2,2,1.0,1.0
1186,3,3,2,2,0.6666666666666666,0.6666666666666666
1606,2,2,2,2,1.0,1.0
9188,1,1,1,1,1.0,1.0
1467,1,1,1,1,1.0,1.0
921,2,2,2,2,1.0,1.0
3229,3,3,2,2,0.6666666666666666,0.6666666666666666
515,4,4,2,2,0.5,0.5
1419,4,2,3,2,1.5,0.5
748,6,3,4,3,1.3333333333333333,0.5
265,5,3,3,3,1.0,0.6
3245,3,2,2,2,1.0,0.6666666666666666
639,4,3,2,2,0.6666666666666666,0.5
951,5,4,2,2,0.5,0.39999999999999997
2918,2,2,1,1,0.5,0.5
1451,3,3,1,1,0.3333333333333333,0.3333333333333333
1918,2,1,2,1,2.0,0.5
686,3,2,2,2,1.0,0.6666666666666666
1498,2,2,2,2,1.0,1.0
577,3,3,2,2,0.6666666666666666,0.6666666666666666
3775,2,2,2,2,1.0,1.0
1981,3,3,2,2,0.6666666666666666,0.6666666666666666
4196,1,1,1,1,1.0,1.0
1045,1,1,1,1,1.0,1.0
578,2,2,1,1,0.5,0.5
4165,3,3,1,1,0.3333333333333333,0.3333333333333333
3822,4,4,1,1,0.25,0.25
671,5,5,1,1,0.19999999999999998,0.19999999999999998
921,3,1,3,1,3.0,0.3333333333333333
4102,4,2,3,2,1.5,0.5
1825,3,2,3,2,1.5,0.6666666666666666
608,4,3,3,2,1.0,0.5
234,5,4,3,2,0.75,0.39999999999999997
23166,2,1,2,1,2.0,0.5
811,1,1,1,1,1.0,1.0
3073,2,2,1,1,0.5,0.5
515,3,3,1,1,0.3333333333333333,0.3333333333333333
687,3,1,3,1,3.0,0.3333333333333333
19017,2,1,2,1,2.0,0.5
921,3,2,3,2,1.5,0.6666666666666666
702,4,3,3,3,1.0,0.75
593,2,2,2,2,1.0,1.0
3853,3,3,2,2,0.6666666666666666,0.6666666666666666
1170,4,4,2,2,0.5,0.5
1529,5,5,2,2,0.39999999999999997,0.39999999999999997
453,6,6,2,2,0.3333333333333333,0.3333333333333333
1778,7,7,2,2,0.2857142857142857,0.2857142857142857
156,8,8,2,2,0.25,0.25
1591,9,9,2,2,0.2222222222222222,0.2222222222222222
1513,10,10,2,2,0.19999999999999998,0.19999999999999998
764,2,2,2,2,1.0,1.0
795,3,3,2,2,0.6666666666666666,0.6666666666666666
203,4,4,2,2,0.5,0.5
4867,1,1,1,1,1.0,1.0
10952,3,1,3,1,3.0,0.3333333333333333
2855,4,2,4,2,2.0,0.5
5180,5,3,4,3,1.3333333333333333,0.6
4805,4,3,4,3,1.3333333333333333,0.75
3432,5,4,4,3,1.0,0.6
15756,4,3,4,3,1.3333333333333333,0.75
2230,5,4,4,3,1.0,0.6
1232,4,3,4,3,1.3333333333333333,0.75
1248,5,4,4,3,1.0,0.6
2465,6,5,4,3,0.7999999999999999,0.5
1357,3,2,3,2,1.5,0.6666666666666666
3526,4,3,3,2,1.0,0.5
17285,5,4,3,2,0.75,0.39999999999999997
5257,4,2,4,2,2.0,0.5
3713,5,3,4,3,1.3333333333333333,0.6
35069,4,3,4,3,1.3333333333333333,0.75
7816,5,4,4,3,1.0,0.6
3900,6,5,4,3,0.7999999999999999,0.5
19032,3,2,3,2,1.5,0.6666666666666666
22683,3,2,3,2,1.5,0.6666666666666666
7098,4,3,3,2,1.0,0.5
2621,5,4,3,2,0.75,0.39999999999999997
1794,3,2,3,2,1.5,0.6666666666666666
2043,2,1,2,1,2.0,0.5
1826,1,1,1,1,1.0,1.0
9438,1,1,1,1,1.0,1.0
468,1,1,1,1,1.0,1.0
2761,1,1,1,1,1.0,1.0
686,2,2,1,1,0.5,0.5
2184,1,1,1,1,1.0,1.0
2995,2,2,2,2,1.0,1.0
14992,2,2,1,1,0.5,0.5
1373,3,3,1,1,0.3333333333333333,0.3333333333333333
2231,3,1,3,1,3.0,0.3333333333333333
998,4,2,4,2,2.0,0.5
1123,3,2,3,2,1.5,0.6666666666666666
562,4,3,3,2,1.0,0.5
7285,5,4,3,2,0.75,0.39999999999999997
2496,2,1,2,1,2.0,0.5
1014,3,2,2,2,1.0,0.6666666666666666
2886,4,3,2,2,0.6666666666666666,0.5
1607,3,2,3,2,1.5,0.6666666666666666
1904,2,2,2,2,1.0,1.0
1903,3,3,2,2,0.6666666666666666,0.6666666666666666
4228,2,2,2,2,1.0,1.0
21465,1,1,1,1,1.0,1.0
4150,2,1,2,1,2.0,0.5
1436,1,1,1,1,1.0,1.0
9953,2,2,1,1,0.5,0.5
1295,3,1,3,1,3.0,0.3333333333333333
3494,4,2,3,2,1.5,0.5
3729,5,3,3,2,1.0,0.39999999999999997
1997,3,2,3,2,1.5,0.6666666666666666
1014,4,3,3,2,1.0,0.5
2169,5,4,3,2,0.75,0.39999999999999997
4243,2,1,2,1,2.0,0.5
1622,3,2,2,2,1.0,0.6666666666666666
344,2,2,2,2,1.0,1.0
1606,3,3,2,2,0.6666666666666666,0.6666666666666666
21076,1,1,1,1,1.0,1.0
5756,1,1,1,1,1.0,1.0
1373,2,1,2,1,2.0,0.5
2340,2,2,2,2,1.0,1.0
1638,3,3,2,2,0.6666666666666666,0.6666666666666666
25974,1,1,1,1,1.0,1.0
2480,1,1,1,1,1.0,1.0
967,3,1,3,1,3.0,0.3333333333333333
3806,2,1,2,1,2.0,0.5
22121,3,2,2,2,1.0,0.6666666666666666
7176,2,2,2,2,1.0,1.0
406,3,3,2,2,0.6666666666666666,0.6666666666666666
1404,4,4,2,2,0.5,0.5
53040,1,1,1,1,1.0,1.0
2231,1,1,1,1,1.0,1.0
874,2,2,1,1,0.5,0.5
7395,3,3,1,1,0.3333333333333333,0.3333333333333333
390,1,1,1,1,1.0,1.0
1653,2,2,1,1,0.5,0.5
8721,3,3,1,1,0.3333333333333333,0.3333333333333333
1014,1,1,1,1,1.0,1.0
5585,1,1,1,1,1.0,1.0
3027,1,1,1,1,1.0,1.0
2605,2,2,1,1,0.5,0.5
250,3,3,2,2,0.6666666666666666,0.6666666666666666
436,4,4,2,2,0.5,0.5
2589,5,5,2,2,0.39999999999999997,0.39999999999999997
1139,6,6,2,2,0.3333333333333333,0.3333333333333333
1061,3,3,1,1,0.3333333333333333,0.3333333333333333
1732,4,4,1,1,0.25,0.25
188,1,1,1,1,1.0,1.0
36161,2,2,1,1,0.5,0.5
1919,3,3,1,1,0.3333333333333333,0.3333333333333333
717,4,4,1,1,0.25,0.25
1779,1,1,1,1,1.0,1.0
4165,2,2,1,1,0.5,0.5
812,1,1,1,1,1.0,1.0
109,2,2,1,1,0.5,0.5
172,3,1,3,1,3.0,0.3333333333333333
359,4,2,3,2,1.5,0.5
249,2,1,2,1,2.0,0.5
218,2,2,2,2,1.0,1.0
375,3,3,2,2,0.6666666666666666,0.6666666666666666
156,4,4,2,2,0.5,0.5
812,5,5,2,2,0.39999999999999997,0.39999999999999997
327,6,6,2,2,0.3333333333333333,0.3333333333333333
530,7,7,2,2,0.2857142857142857,0.2857142857142857
1185,2,2,2,2,1.0,1.0
8424,3,3,2,2,0.6666666666666666,0.6666666666666666
390,2,2,2,2,1.0,1.0
967,3,3,2,2,0.6666666666666666,0.6666666666666666
265,3,2,3,2,1.5,0.6666666666666666
640,4,3,3,3,1.0,0.75
140,3,3,3,3,1.0,1.0
858,4,4,3,3,0.75,0.75
187,2,2,2,2,1.0,1.0
5460,3,3,2,2,0.6666666666666666,0.6666666666666666
530,4,4,2,2,0.5,0.5
94,2,2,2,2,1.0,1.0
93,3,3,2,2,0.6666666666666666,0.6666666666666666
562,2,2,2,2,1.0,1.0
4009,3,3,2,2,0.6666666666666666,0.6666666666666666
203,4,4,2,2,0.5,0.5
608,2,2,2,2,1.0,1.0
265,3,3,2,2,0.6666666666666666,0.6666666666666666
546,4,4,2,2,0.5,0.5
1311,2,2,2,2,1.0,1.0
499,3,3,2,2,0.6666666666666666,0.6666666666666666
734,4,4,2,2,0.5,0.5
3167,1,1,1,1,1.0,1.0
8518,1,1,1,1,1.0,1.0
93,2,2,1,1,0.5,0.5
327,2,1,2,1,2.0,0.5
21419,1,1,1,1,1.0,1.0
468,2,2,1,1,0.5,0.5
78,3,3,1,1,0.3333333333333333,0.3333333333333333
375,4,4,1,1,0.25,0.25
109,2,1,2,1,2.0,0.5
156,3,2,2,2,1.0,0.6666666666666666
2979,1,1,1,1,1.0,1.0
172,2,2,1,1,0.5,0.5
187,3,3,2,2,0.6666666666666666,0.6666666666666666
13151,3,3,1,1,0.3333333333333333,0.3333333333333333
374,4,4,1,1,0.25,0.25
546,3,1,3,1,3.0,0.3333333333333333
234,2,1,2,1,2.0,0.5
171,3,2,2,2,1.0,0.6666666666666666
702,4,3,2,2,0.6666666666666666,0.5
889,1,1,1,1,1.0,1.0
2106,2,2,1,1,0.5,0.5
671,3,3,1,1,0.3333333333333333,0.3333333333333333
7051,4,4,1,1,0.25,0.25
125,1,1,1,1,1.0,1.0
577,2,2,1,1,0.5,0.5
499,2,1,2,1,2.0,0.5
16224,1,1,1,1,1.0,1.0
515,2,2,1,1,0.5,0.5
156,3,3,1,1,0.3333333333333333,0.3333333333333333
531,3,1,3,1,3.0,0.3333333333333333
390,4,2,3,2,1.5,0.5
421,5,3,3,2,1.0,0.39999999999999997
561,3,2,3,2,1.5,0.6666666666666666
141,4,3,3,2,1.0,0.5
3042,5,4,3,2,0.75,0.39999999999999997
13260,2,1,2,1,2.0,0.5
375,3,2,2,2,1.0,0.6666666666666666
8830,4,3,2,2,0.6666666666666666,0.5
78,3,2,3,2,1.5,0.6666666666666666
218,2,2,2,2,1.0,1.0
2605,3,3,2,2,0.6666666666666666,0.6666666666666666
374,1,1,1,1,1.0,1.0
375,2,2,1,1,0.5,0.5
1029,3,3,2,2,0.6666666666666666,0.6666666666666666
172,3,3,1,1,0.3333333333333333,0.3333333333333333
94,4,4,1,1,0.25,0.25
250,5,5,1,1,0.19999999999999998,0.19999999999999998
328,3,1,3,1,3.0,0.3333333333333333
561,4,2,3,2,1.5,0.5
1420,2,1,2,1,2.0,0.5
156,3,2,2,2,1.0,0.6666666666666666
328,4,3,2,2,0.6666666666666666,0.5
406,1,1,1,1,1.0,1.0
640,2,2,1,1,0.5,0.5
1981,3,3,1,1,0.3333333333333333,0.3333333333333333
265,1,1,1,1,1.0,1.0
1778,2,2,1,1,0.5,0.5
1060,3,3,1,1,0.3333333333333333,0.3333333333333333
390,4,4,1,1,0.25,0.25
10234,2,1,2,1,2.0,0.5
187,1,1,1,1,1.0,1.0
5710,2,2,1,1,0.5,0.5
312,1,1,1,1,1.0,1.0
1014,2,2,1,1,0.5,0.5
203,2,1,2,1,2.0,0.5
8611,3,2,2,2,1.0,0.6666666666666666
249,1,1,1,1,1.0,1.0
468,2,2,1,1,0.5,0.5
250,3,3,1,1,0.3333333333333333,0.3333333333333333
93,4,4,1,1,0.25,0.25
624,5,5,1,1,0.19999999999999998,0.19999999999999998
296,1,1,1,1,1.0,1.0
141,2,2,1,1,0.5,0.5
795,3,3,1,1,0.3333333333333333,0.3333333333333333
297,4,4,1,1,0.25,0.25
281,2,1,2,1,2.0,0.5
156,3,2,2,2,1.0,0.6666666666666666
4196,4,3,2,2,0.6666666666666666,0.5
78,1,1,1,1,1.0,1.0
406,2,2,1,1,0.5,0.5
905,3,3,1,1,0.3333333333333333,0.3333333333333333
328,2,1,2,1,2.0,0.5
234,1,1,1,1,1.0,1.0
437,2,2,2,2,1.0,1.0
1046,3,2,2,2,1.0,0.6666666666666666
390,2,2,1,1,0.5,0.5
1373,3,3,1,1,0.3333333333333333,0.3333333333333333
546,4,4,1,1,0.25,0.25
234,5,5,1,1,0.19999999999999998,0.19999999999999998
11107,3,1,3,1,3.0,0.3333333333333333
1139,4,2,3,2,1.5,0.5
468,3,2,3,2,1.5,0.6666666666666666
718,2,1,2,1,2.0,0.5
562,3,2,2,2,1.0,0.6666666666666666
468,4,3,2,2,0.6666666666666666,0.5
764,2,2,2,2,1.0,1.0
1623,3,3,2,2,0.6666666666666666,0.6666666666666666
109,4,4,2,2,0.5,0.5
1529,5,5,2,2,0.39999999999999997,0.39999999999999997
1981,1,1,1,1,1.0,1.0
109,1,1,1,1,1.0,1.0
125,2,2,1,1,0.5,0.5
468,3,3,1,1,0.3333333333333333,0.3333333333333333
358,3,1,3,1,3.0,0.3333333333333333
624,4,2,4,2,2.0,0.5
468,5,3,4,3,1.3333333333333333,0.6
13947,3,2,3,2,1.5,0.6666666666666666
18579,4,3,3,2,1.0,0.5
218,5,4,3,2,0.75,0.39999999999999997
546,3,2,3,2,1.5,0.6666666666666666
327,4,3,3,2,1.0,0.5
437,2,1,2,1,2.0,0.5
1623,3,2,2,2,1.0,0.6666666666666666
78,4,3,2,2,0.6666666666666666,0.5
250,5,4,2,2,0.5,0.39999999999999997
1451,2,2,2,2,1.0,1.0
78,3,3,2,2,0.6666666666666666,0.6666666666666666
359,4,4,3,3,0.75,0.75
5491,4,4,2,2,0.5,0.5
405,5,5,2,2,0.39999999999999997,0.39999999999999997
827,6,6,2,2,0.3333333333333333,0.3333333333333333
1903,1,1,1,1,1.0,1.0
530,1,1,1,1,1.0,1.0
7176,2,2,2,2,1.0,1.0
577,2,2,1,1,0.5,0.5
2106,3,3,2,2,0.6666666666666666,0.6666666666666666
265,4,4,2,2,0.5,0.5
156,4,3,2,2,0.6666666666666666,0.5
234,5,4,2,2,0.5,0.39999999999999997
6084,6,5,2,2,0.39999999999999997,0.3333333333333333
2636,3,3,1,1,0.3333333333333333,0.3333333333333333
2434,4,4,2,2,0.5,0.5
405,5,4,2,2,0.5,0.39999999999999997
499,6,5,2,2,0.39999999999999997,0.3333333333333333
343,5,5,2,2,0.39999999999999997,0.39999999999999997
1155,4,4,1,1,0.25,0.25
390,2,1,2,1,2.0,0.5
327,3,2,2,2,1.0,0.6666666666666666
1887,4,3,2,2,0.6666666666666666,0.5
687,1,1,1,1,1.0,1.0
218,2,2,1,1,0.5,0.5
686,3,3,2,2,0.6666666666666666,0.6666666666666666
468,4,3,2,2,0.6666666666666666,0.5
343,5,4,2,2,0.5,0.39999999999999997
499,6,5,2,2,0.39999999999999997,0.3333333333333333
702,5,4,3,2,0.75,0.39999999999999997
7925,4,4,2,2,0.5,0.5
390,3,3,1,1,0.3333333333333333,0.3333333333333333
234,4,4,1,1,0.25,0.25
561,5,5,1,1,0.19999999999999998,0.19999999999999998
2621,6,6,1,1,0.16666666666666666,0.16666666666666666
1014,1,1,1,1,1.0,1.0
639,2,2,1,1,0.5,0.5
671,3,3,1,1,0.3333333333333333,0.3333333333333333
3853,4,4,1,1,0.25,0.25
2933,1,1,1,1,1.0,1.0
640,2,2,1,1,0.5,0.5
437,3,3,1,1,0.3333333333333333,0.3333333333333333
109,2,1,2,1,2.0,0.5
156,3,2,2,2,1.0,0.6666666666666666
2074,4,3,2,2,0.6666666666666666,0.5
265,1,1,1,1,1.0,1.0
780,2,2,1,1,0.5,0.5
359,3,3,1,1,0.3333333333333333,0.3333333333333333
140,1,1,1,1,1.0,1.0
437,2,2,1,1,0.5,0.5
249,3,3,1,1,0.3333333333333333,0.3333333333333333
1888,2,1,2,1,2.0,0.5
1263,1,1,1,1,1.0,1.0
952,1,1,1,1,1.0,1.0
1654,2,1,2,1,2.0,0.5
593,3,2,2,2,1.0,0.6666666666666666
375,4,3,3,3,1.0,0.75
702,4,3,2,2,0.6666666666666666,0.5
733,5,2,5,2,2.5,0.39999999999999997
531,6,3,5,3,1.6666666666666665,0.5
4321,4,2,4,2,2.0,0.5
1233,5,3,4,3,1.3333333333333333,0.6
702,6,4,4,3,1.0,0.5
2012,7,5,4,3,0.7999999999999999,0.42857142857142855
842,4,3,4,3,1.3333333333333333,0.75
1747,5,4,4,3,1.0,0.6
905,6,5,4,3,0.7999999999999999,0.5
1545,5,3,5,3,1.6666666666666665,0.6
717,6,4,5,4,1.25,0.6666666666666666
281,7,5,5,4,1.0,0.5714285714285714
2964,4,3,4,3,1.3333333333333333,0.75
1076,5,3,5,3,1.6666666666666665,0.6
1263,6,4,5,4,1.25,0.6666666666666666
842,7,5,5,4,1.0,0.5714285714285714
1685,4,3,4,3,1.3333333333333333,0.75
905,5,4,4,3,1.0,0.6
3869,6,5,4,3,0.7999999999999999,0.5
1856,4,3,4,3,1.3333333333333333,0.75
951,5,4,4,3,1.0,0.6
1763,6,5,4,3,0.7999999999999999,0.5
671,4,3,4,3,1.3333333333333333,0.75
3541,5,4,4,4,1.0,0.7999999999999999
1217,4,3,3,3,1.0,0.75
2667,5,4,3,3,0.75,0.6
2527,4,3,4,3,1.3333333333333333,0.75
889,3,3,3,3,1.0,1.0
1358,4,4,3,3,0.75,0.75
1217,3,3,3,3,1.0,1.0
3136,4,4,3,3,0.75,0.75
2932,5,5,4,4,0.7999999999999999,0.7999999999999999
842,6,5,4,4,0.7999999999999999,0.6666666666666666
765,7,6,4,4,0.6666666666666666,0.5714285714285714
437,8,7,4,4,0.5714285714285714,0.5
8564,6,6,4,4,0.6666666666666666,0.6666666666666666
15241,7,7,4,4,0.5714285714285714,0.5714285714285714
1981,8,8,4,4,0.5,0.5
375,5,5,3,3,0.6,0.6
328,6,6,3,3,0.5,0.5
2684,7,7,3,3,0.42857142857142855,0.42857142857142855
11825,4,3,4,3,1.3333333333333333,0.75
3307,5,4,4,4,1.0,0.7999999999999999
3494,3,3,3,3,1.0,1.0
1170,4,4,4,4,1.0,1.0
1732,4,4,3,3,0.75,0.75
1966,3,3,3,3,1.0,1.0
1295,4,4,3,3,0.75,0.75
2823,5,5,3,3,0.6,0.6
1794,3,3,3,3,1.0,1.0
1498,4,4,3,3,0.75,0.75
1123,5,5,3,3,0.6,0.6
2792,6,6,3,3,0.5,0.5
1451,3,3,2,2,0.6666666666666666,0.6666666666666666
2308,4,4,3,3,0.75,0.75
577,6,4,4,3,1.0,0.5
1233,7,5,4,4,0.7999999999999999,0.5714285714285714
2699,8,6,4,4,0.6666666666666666,0.5
1420,5,4,3,3,0.75,0.6
1060,6,5,3,3,0.6,0.5
1186,7,6,3,3,0.5,0.42857142857142855
1825,8,7,3,3,0.42857142857142855,0.375
23961,4,4,2,2,0.5,0.5
14181,5,5,2,2,0.39999999999999997,0.39999999999999997
2091,6,6,2,2,0.3333333333333333,0.3333333333333333
2980,3,2,3,2,1.5,0.6666666666666666
1232,4,3,3,3,1.0,0.75
639,2,2,2,2,1.0,1.0
515,3,3,2,2,0.6666666666666666,0.6666666666666666
437,2,2,2,2,1.0,1.0
359,1,1,1,1,1.0,1.0
1498,1,1,1,1,1.0,1.0
1731,2,2,1,1,0.5,0.5
4743,4,3,2,2,0.6666666666666666,0.5
4088,5,4,2,2,0.5,0.39999999999999997
1170,8,2,8,2,4.0,0.25
2761,9,3,8,3,2.6666666666666665,0.3333333333333333
1404,7,2,7,2,3.5,0.2857142857142857
530,6,2,6,2,3.0,0.3333333333333333
967,7,3,6,3,2.0,0.42857142857142855
4696,6,3,6,3,2.0,0.5
624,7,4,6,3,1.5,0.42857142857142855
1623,5,2,5,2,2.5,0.39999999999999997
1732,6,3,6,3,2.0,0.5
2216,8,3,7,3,2.333333333333333,0.375
2668,9,4,7,4,1.75,0.4444444444444444
1887,7,3,6,3,2.0,0.42857142857142855
795,8,4,6,4,1.5,0.5
889,9,5,6,4,1.2,0.4444444444444444
6053,6,3,5,3,1.6666666666666665,0.5
921,7,4,5,3,1.25,0.42857142857142855
2247,8,5,5,3,1.0,0.375
1576,8,3,8,3,2.6666666666666665,0.375
561,7,3,7,3,2.333333333333333,0.42857142857142855
702,6,3,6,3,2.0,0.5
811,7,4,6,4,1.5,0.5714285714285714
2293,5,3,5,3,1.6666666666666665,0.6
1045,6,4,5,3,1.25,0.5
6989,5,3,5,3,1.6666666666666665,0.6
8361,6,4,5,3,1.25,0.5
6068,5,3,5,3,1.6666666666666665,0.6
1872,4,2,4,2,2.0,0.5
609,5,3,5,3,1.6666666666666665,0.6
936,5,3,5,3,1.6666666666666665,0.6
1279,6,4,5,3,1.25,0.5
1841,7,5,5,3,1.0,0.42857142857142855
2418,8,6,5,3,0.8333333333333333,0.375
531,9,7,5,3,0.7142857142857142,0.3333333333333333
2215,8,3,8,3,2.6666666666666665,0.375
593,9,4,8,4,2.0,0.4444444444444444
16381,7,3,7,3,2.333333333333333,0.42857142857142855
671,6,3,6,3,2.0,0.5
1201,7,4,6,4,1.5,0.5714285714285714
500,6,4,6,4,1.5,0.6666666666666666
640,5,3,5,3,1.6666666666666665,0.6
9454,6,4,5,3,1.25,0.5
577,7,5,5,3,1.0,0.42857142857142855
624,8,6,5,3,0.8333333333333333,0.375
2402,6,3,5,3,1.6666666666666665,0.5
6864,7,4,5,4,1.25,0.5714285714285714
5928,6,4,5,4,1.25,0.6666666666666666
3089,5,3,4,3,1.3333333333333333,0.6
3401,6,4,5,4,1.25,0.6666666666666666
546,8,4,6,4,1.5,0.5
2153,7,4,5,4,1.25,0.5714285714285714
811,8,5,5,4,1.0,0.5
3931,9,6,5,4,0.8333333333333333,0.4444444444444444
983,6,4,4,3,1.0,0.5
921,7,5,4,3,0.7999999999999999,0.42857142857142855
2403,8,6,4,3,0.6666666666666666,0.375
4743,6,3,6,3,2.0,0.5
6006,5,3,5,3,1.6666666666666665,0.6
1950,6,4,5,4,1.25,0.6666666666666666
1232,7,5,5,4,1.0,0.5714285714285714
577,4,3,4,3,1.3333333333333333,0.75
2964,5,4,4,3,1.0,0.6
3635,6,5,4,3,0.7999999999999999,0.5
4399,4,3,4,3,1.3333333333333333,0.75
5569,5,4,4,3,1.0,0.6
3526,6,5,4,3,0.7999999999999999,0.5
546,3,2,3,2,1.5,0.6666666666666666
889,4,3,4,3,1.3333333333333333,0.75
1747,5,4,4,3,1.0,0.6
1466,6,5,4,3,0.7999999999999999,0.5
796,5,3,4,3,1.3333333333333333,0.6
936,6,4,4,3,1.0,0.5
4383,7,5,4,3,0.7999999999999999,0.42857142857142855
702,4,3,3,2,1.0,0.5
577,5,4,4,3,1.0,0.6
4430,6,5,4,3,0.7999999999999999,0.5
5897,7,6,4,3,0.6666666666666666,0.42857142857142855
