sum_edge_lengths,mean_dependency_distance,head_initial,exp_sum_edge_lengths,mean_hierarchical_distance,n,predicted_num_crossings,exp_num_crossings,tree_diameter,avg_pause_before_token,avg_pause_before_char
156,3.80488,0.317073,587.667,3.36585,42,20.4731,244.333,9,3795.595238095238,2425.2296296296295
0,,,0.0,,1,0.0,0.0,0,19937.0,11942.0
156,3.80488,0.317073,587.667,3.36585,42,20.4731,244.333,9,3795.595238095238,2425.2296296296295
0,,,0.0,,1,0.0,0.0,0,0.0,0.0
0,,,0.0,,1,0.0,0.0,0,0.0,0.0
0,,,0.0,,1,0.0,0.0,0,0.0,0.0
1,1.0,0.0,1.0,1.0,2,0.0,0.0,1,15319.0,5193.0
0,,,0.0,,1,0.0,0.0,0,25787.0,20498.5
1,1.0,0.0,1.0,1.0,2,0.0,0.0,1,15974.5,11801.5
0,,,0.0,,1,0.0,0.0,0,25787.0,20498.5
4,1.33333,0.666667,5.0,1.0,4,0.0,0.0,2,11992.5,6483.083333333333
4,1.33333,0.666667,5.0,1.0,4,0.0,0.0,2,11992.5,6483.083333333333
4,1.33333,0.666667,5.0,1.0,4,0.0,0.0,2,11992.5,6483.083333333333
0,,,0.0,,1,0.0,0.0,0,25787.0,20498.5
0,,,0.0,,1,0.0,0.0,0,25787.0,20498.5
1,1.0,1.0,1.0,1.0,2,0.0,0.0,1,32105.0,412.75416666666666
1,1.0,1.0,1.0,1.0,2,0.0,0.0,1,7036.0,4810.333333333333
1,1.0,1.0,1.0,1.0,2,0.0,0.0,1,7036.0,4810.333333333333
7,1.4,0.4,11.6667,1.8,6,0.0,1.66667,4,5057.333333333333,3172.0555555555557
7,1.4,0.4,11.6667,1.8,6,0.0,1.66667,4,5057.333333333333,3465.1875
11,1.375,0.5,26.6667,2.5,9,0.375,6.0,5,5527.666666666667,3255.8571428571427
10,1.42857,0.428571,21.0,2.28571,8,0.454545,4.33333,5,6041.25,3323.8888888888887
39,3.25,0.583333,56.0,3.41667,13,1.9255,16.6667,7,4473.692307692308,2952.25
29,2.41667,0.5,56.0,3.5,13,1.35605,17.0,8,4473.692307692308,3083.9285714285716
44,2.44444,0.444444,120.0,2.55556,19,5.56462,41.6667,8,6905.1578947368425,3563.09375
42,2.33333,0.444444,120.0,2.83333,19,5.32106,42.0,9,6905.1578947368425,3641.548387096774
43,2.38889,0.444444,120.0,3.05556,19,5.39043,42.0,9,6905.1578947368425,3551.230769230769
42,2.33333,0.444444,120.0,2.83333,19,5.32106,42.0,9,6905.1578947368425,3555.046875
103,4.90476,0.52381,161.0,2.7619,22,5.9254,58.0,9,7469.681818181818,3846.4324324324325
62,3.26316,0.473684,133.0,2.94737,20,5.10495,47.3333,9,7511.5,3685.6911764705883
55,2.5,0.454545,176.0,3.09091,23,8.28095,65.3333,9,7963.565217391304,4157.467532467533
90,4.28571,0.52381,161.0,2.80952,22,6.47014,58.0,9,8182.318181818182,4170.710526315789
52,2.36364,0.454545,176.0,3.86364,23,7.60952,65.3333,9,7959.521739130435,4156.25974025974
90,4.28571,0.52381,161.0,2.80952,22,6.47014,58.0,9,8182.318181818182,4170.710526315789
67,2.48148,0.481481,261.0,4.07407,28,10.3164,102.333,10,7563.321428571428,4066.5851063829787
104,4.16,0.52,225.0,2.8,26,7.476,85.0,9,7242.115384615385,3899.7934782608695
1978,29.0882,0.794118,1586.67,2.95588,69,43.3038,443.333,12,2901.6521739130435,2745.925925925926
104,4.16,0.52,225.0,2.8,26,7.476,85.0,9,7242.115384615385,3899.7934782608695
0,,,0.0,,1,0.0,0.0,0,0.0,101.0
0,,,0.0,,1,0.0,0.0,0,0.0,0.0
21,2.625,0.5,26.6667,2.125,9,0.829545,5.0,4,982.6666666666666,822.6538461538462
13,1.85714,0.428571,21.0,2.28571,8,1.02597,3.0,3,924.25,797.56
21,2.625,0.25,26.6667,2.625,9,0.829545,5.66667,5,875.2222222222222,746.1724137931035
21,2.625,0.25,26.6667,2.625,9,0.829545,5.66667,5,875.2222222222222,763.3571428571429
24,2.4,0.3,40.0,2.4,11,2.53652,10.3333,6,2225.181818181818,1177.4411764705883
28,2.8,0.2,40.0,2.3,11,3.54893,9.66667,5,2225.181818181818,1192.3030303030303
64,3.2,0.45,146.667,2.45,21,9.64198,50.3333,8,2143.904761904762,1081.1194029850747
52,2.73684,0.421053,133.0,2.52632,20,8.41169,45.3333,8,2138.75,1063.4545454545455
109,4.36,0.36,225.0,3.2,26,16.0936,84.3333,10,2621.5,1176.9080459770114
111,4.44,0.36,225.0,3.2,26,17.2213,84.3333,10,2621.5,1186.7790697674418
147,5.06897,0.448276,299.667,3.10345,30,20.8431,116.333,10,2912.633333333333,1262.7745098039215
157,5.41379,0.413793,299.667,3.06897,30,23.638,116.0,10,2912.633333333333,1266.7821782178219
184,4.97297,0.432432,481.0,3.35135,38,24.5925,198.333,10,3246.1052631578946,1384.4609375
165,4.58333,0.388889,456.0,3.36111,37,23.5103,186.667,10,2951.837837837838,1292.1587301587301
184,4.97297,0.432432,481.0,3.35135,38,24.5925,198.333,10,3061.7631578947367,1328.8384615384616
194,5.24324,0.405405,481.0,3.2973,38,25.9535,197.333,10,3061.7631578947367,1336.4375
298,6.93023,0.465116,645.0,3.2093,44,31.9041,269.333,10,3296.9772727272725,1400.4679487179487
268,6.23256,0.465116,645.0,3.27907,44,29.0264,270.667,10,3296.9772727272725,1407.1870967741936
206,4.03922,0.411765,901.0,3.92157,52,30.2903,390.667,11,3025.8846153846152,1313.037234042553
206,4.03922,0.411765,901.0,3.92157,52,30.2903,390.667,11,3017.769230769231,1315.5508021390374
210,4.11765,0.411765,901.0,3.94118,52,31.3628,391.0,11,3054.980769230769,1321.0851063829787
206,4.03922,0.411765,901.0,3.92157,52,30.2903,390.667,11,3017.769230769231,1315.5508021390374
210,4.11765,0.411765,901.0,3.94118,52,31.3628,391.0,11,3037.269230769231,1316.186170212766
368,5.25714,0.442857,1680.0,3.95714,71,37.9475,756.0,14,2883.4647887323945,1306.0711610486892
366,5.22857,0.442857,1680.0,4.04286,71,37.5512,757.0,15,2883.4647887323945,1307.345864661654
267,3.60811,0.432432,1874.67,4.0,75,38.5447,850.333,14,2808.52,1272.7801418439717
269,3.63514,0.432432,1874.67,3.91892,75,38.8013,849.0,13,2808.52,1276.7544483985764
267,3.60811,0.432432,1874.67,4.0,75,38.5447,850.333,14,2808.52,1275.599290780142
269,3.63514,0.432432,1874.67,3.91892,75,38.8013,849.0,13,2808.52,1280.0321428571428
273,3.54545,0.454545,2027.67,4.02597,78,39.9521,923.667,14,2732.102564102564,1262.5743944636679
275,3.57143,0.441558,2027.67,4.03896,78,41.7306,924.333,14,2732.102564102564,1264.7395833333333
343,4.39744,0.461538,2080.0,3.98718,79,41.5163,948.0,14,2720.227848101266,1254.7845117845118
346,4.4359,0.461538,2080.0,3.78205,79,41.9962,948.0,13,2720.227848101266,1252.5912162162163
284,3.55,0.45,2186.67,3.8875,81,42.4917,999.667,13,2675.5925925925926,1240.764705882353
284,3.55,0.45,2186.67,3.8875,81,42.4917,999.667,13,2675.5925925925926,1241.7147540983606
286,3.36471,0.447059,2465.0,4.47059,86,43.0211,1133.33,17,3216.232558139535,1387.5310559006211
291,3.38372,0.44186,2522.67,4.45349,87,44.1718,1160.0,17,4165.6551724137935,1648.919504643963
286,3.36471,0.447059,2465.0,4.47059,86,43.0211,1133.33,17,3216.232558139535,1387.5310559006211
245,2.84884,0.44186,2522.67,6.19767,87,43.3924,1159.67,19,3197.1954022988507,1388.0650154798761
295,3.3908,0.436782,2581.0,4.14943,88,46.0928,1187.0,15,3304.9886363636365,1422.9259259259259
373,5.4058,0.42029,1633.0,3.05797,70,39.3212,731.0,11,3049.0,1370.6782945736434
33,1.83333,0.388889,120.0,3.61111,19,4.77226,41.3333,8,4735.105263157895,1790.313432835821
373,5.4058,0.42029,1633.0,3.05797,70,39.3212,731.0,11,3049.0,1370.6782945736434
33,1.83333,0.388889,120.0,3.61111,19,4.77226,41.3333,8,4046.2105263157896,1617.939393939394
373,5.4058,0.42029,1633.0,3.05797,70,39.3212,731.0,11,3049.0,1370.6782945736434
33,1.83333,0.5,120.0,3.61111,19,4.75593,41.3333,8,4220.263157894737,1644.313432835821
373,5.4058,0.42029,1633.0,3.05797,70,39.3212,731.0,11,3049.0,1370.6782945736434
1,1.0,0.0,1.0,1.0,2,0.0,0.0,1,749.0,1241.8
1,1.0,0.0,1.0,1.0,2,0.0,0.0,1,749.0,1170.0
10,2.5,0.0,8.0,1.0,5,0.0,0.0,2,1712.8,1542.142857142857
6,2.0,0.0,5.0,1.0,4,0.0,0.0,2,1993.0,1615.2307692307693
14,2.0,0.285714,21.0,1.28571,8,0.0,2.66667,3,2306.875,1416.7857142857142
13,2.16667,0.166667,16.0,1.16667,7,0.0,1.33333,3,2284.4285714285716,1378.0
14,2.0,0.285714,21.0,1.28571,8,0.0,2.66667,3,2174.375,1357.7096774193549
14,2.0,0.285714,21.0,1.28571,8,0.0,2.66667,3,2174.375,1389.4666666666667
20,2.22222,0.333333,33.0,1.33333,10,0.0,5.66667,4,2123.2,1260.3095238095239
18,2.25,0.375,26.6667,1.25,9,0.0,3.33333,3,1991.6666666666667,1226.6
21,2.1,0.4,40.0,1.4,11,0.0,8.0,4,2144.3636363636365,1279.9166666666667
26,2.6,0.4,40.0,1.3,11,0.0,6.66667,4,2144.3636363636365,1283.3260869565217
34,2.42857,0.428571,74.6667,1.57143,15,0.921226,20.0,5,2516.9333333333334,1345.1969696969697
23,2.09091,0.363636,47.6667,1.54545,12,1.03158,11.0,5,2017.6666666666667,1288.0754716981132
26,2.0,0.461538,65.0,1.76923,14,1.85959,17.0,5,2306.6428571428573,1372.017857142857
23,2.09091,0.363636,47.6667,1.54545,12,1.03158,11.0,5,2017.6666666666667,1288.0754716981132
71,4.17647,0.352941,107.667,1.47059,18,7.37728,27.0,4,2043.611111111111,1247.7857142857142
55,3.4375,0.3125,96.0,1.5625,17,5.21377,26.3333,4,1920.6470588235295,1250.1363636363637
71,4.17647,0.352941,107.667,1.47059,18,7.37728,27.0,4,1961.2777777777778,1235.7571428571428
23,2.09091,0.363636,47.6667,1.54545,12,1.03158,11.0,5,2017.6666666666667,1288.0754716981132
54,2.45455,0.363636,176.0,2.13636,23,5.76422,61.0,7,2035.608695652174,1240.516129032258
54,2.45455,0.363636,176.0,2.13636,23,5.76422,61.0,7,2035.608695652174,1250.7826086956522
55,2.3913,0.391304,191.667,2.21739,24,5.47379,68.0,7,2086.0,1270.0842105263157
54,2.45455,0.363636,176.0,2.13636,23,5.76422,61.0,7,2035.608695652174,1249.0744680851064
75,3.125,0.416667,208.0,2.16667,25,5.94615,73.3333,7,2048.08,1257.3921568627452
55,2.3913,0.391304,191.667,2.21739,24,5.47379,68.0,7,1974.1666666666667,1232.0
115,3.28571,0.485714,431.667,2.62857,36,9.19573,168.667,9,2474.3888888888887,1380.589928057554
84,2.47059,0.470588,408.0,2.67647,35,8.74973,160.0,9,2238.4285714285716,1317.963503649635
126,3.31579,0.5,506.667,2.94737,39,11.5038,202.667,10,2190.051282051282,1301.8523489932886
92,2.48649,0.486486,481.0,3.0,38,10.9916,193.0,10,2187.7631578947367,1295.2635135135135
95,2.5,0.5,506.667,3.10526,39,11.2727,205.0,10,2188.4615384615386,1289.5714285714287
96,2.52632,0.473684,506.667,3.0,39,10.9945,204.0,9,2188.4615384615386,1301.08
101,2.525,0.5,560.0,3.2,41,12.0034,229.667,10,2495.7073170731705,1378.3525641025642
98,2.45,0.5,560.0,3.35,41,11.6378,229.667,11,2495.7073170731705,1376.0709677419354
104,2.53659,0.512195,587.667,3.26829,42,13.0884,242.0,10,2475.285714285714,1360.7454545454545
98,2.45,0.5,560.0,3.35,41,11.6378,229.667,11,2495.7073170731705,1366.447204968944
121,2.57447,0.489362,767.667,3.78723,48,17.6724,323.667,11,2416.4791666666665,1323.8415300546449
125,2.65957,0.510638,767.667,3.70213,48,17.2704,322.667,10,2416.4791666666665,1334.4198895027625
137,2.68627,0.45098,901.0,4.37255,52,22.2497,379.0,12,2566.2884615384614,1379.469387755102
126,2.52,0.48,866.667,4.28,51,17.0708,369.333,12,2572.2549019607845,1374.9435897435897
134,2.5283,0.490566,971.667,4.56604,54,18.2231,416.667,12,2581.0185185185187,1371.0935960591132
133,2.55769,0.480769,936.0,4.48077,53,18.601,400.0,12,2597.6415094339623,1369.4653465346535
248,4.27586,0.5,1160.0,4.7069,59,21.6628,500.667,13,2491.864406779661,1332.8080357142858
248,4.27586,0.5,1160.0,4.7069,59,21.6628,500.667,13,2491.864406779661,1334.237668161435
156,2.64407,0.474576,1199.67,5.0339,60,22.3181,522.333,13,2490.383333333333,1331.575221238938
156,2.64407,0.474576,1199.67,5.0339,60,22.3181,522.333,13,2490.383333333333,1335.0666666666666
159,2.65,0.45,1240.0,5.11667,61,23.3507,539.667,13,2527.311475409836,1348.9181034482758
158,2.63333,0.466667,1240.0,5.11667,61,22.2899,540.333,13,2527.311475409836,1339.4285714285713
341,3.875,0.386364,2640.0,6.23864,89,43.4357,1197.33,14,2454.876404494382,1391.7530864197531
315,3.66279,0.406977,2522.67,6.33721,87,41.3602,1146.0,15,2480.114942528736,1398.521875
315,3.66279,0.406977,2522.67,6.33721,87,41.3602,1146.0,15,2480.114942528736,1398.521875
315,3.66279,0.406977,2522.67,6.33721,87,41.3602,1146.0,15,2480.114942528736,1398.521875
255,2.93103,0.390805,2581.0,6.27586,88,42.1749,1172.33,14,2484.3636363636365,1403.056074766355
315,3.66279,0.406977,2522.67,6.33721,87,41.3602,1146.0,15,2480.114942528736,1398.521875
287,2.95876,0.402062,3201.0,6.0,98,50.2515,1464.0,14,2689.969387755102,1438.4917582417581
340,3.54167,0.395833,3136.0,4.3125,97,50.4109,1434.33,14,2693.092783505155,1435.878787878788
430,4.43299,0.402062,3201.0,4.28866,98,48.4945,1466.0,14,2675.0102040816328,1437.1902173913043
442,4.5567,0.402062,3201.0,4.09278,98,55.5302,1463.0,14,2675.0102040816328,1434.4642857142858
0,,,0.0,,1,0.0,0.0,0,0.0,0.0
0,,,0.0,,1,0.0,0.0,0,3089.0,3089.0
0,,,0.0,,1,0.0,0.0,0,4539.0,4539.0
0,,,0.0,,1,0.0,0.0,0,9953.0,5460.0
0,,,0.0,,1,0.0,0.0,0,9953.0,8086.333333333333
1,1.0,1.0,1.0,1.0,2,0.0,0.0,1,13728.0,3979.0714285714284
3,1.5,0.5,2.66667,1.5,3,0.0,0.0,2,9490.0,3979.0714285714284
1,1.0,1.0,1.0,1.0,2,0.0,0.0,1,13728.0,3979.0714285714284
3,1.5,0.5,2.66667,1.5,3,0.0,0.0,2,9490.0,3979.0714285714284
3,1.5,0.5,2.66667,1.5,3,0.0,0.0,2,9490.0,3979.0714285714284
0,,,0.0,,1,0.0,0.0,0,4617.0,4617.0
0,,,0.0,,1,0.0,0.0,0,2792.0,3291.5
0,,,0.0,,1,0.0,0.0,0,5960.0,5960.0
1,1.0,0.0,1.0,1.0,2,0.0,0.0,1,3494.5,2627.2
0,,,0.0,,1,0.0,0.0,0,1981.0,2963.5
3,1.0,0.666667,5.0,1.33333,4,0.0,0.333333,3,1770.5,2080.4285714285716
4,1.33333,0.333333,5.0,1.0,4,0.0,0.0,2,1770.5,1432.8461538461538
3,1.0,0.666667,5.0,1.33333,4,0.0,0.333333,3,1770.5,2769.0
4,1.33333,0.333333,5.0,1.0,4,0.0,0.0,2,1770.5,1432.8461538461538
3,1.0,0.666667,5.0,1.33333,4,0.0,0.333333,3,1770.5,1504.357142857143
4,1.33333,0.333333,5.0,1.0,4,0.0,0.0,2,1770.5,1432.8461538461538
7,1.4,0.4,11.6667,1.4,6,0.0,1.66667,4,1890.1666666666667,1274.9545454545455
12,2.4,0.8,11.6667,1.2,6,0.0,1.0,3,1890.1666666666667,1297.047619047619
29,2.63636,0.545455,47.6667,1.81818,12,1.10563,13.0,5,5748.5,2884.139534883721
28,2.54545,0.545455,47.6667,2.09091,12,1.62944,13.0,5,5748.5,2932.0
28,2.54545,0.545455,47.6667,2.09091,12,1.62944,13.0,5,5748.5,3767.906976744186
28,2.54545,0.545455,47.6667,2.09091,12,1.62944,13.0,5,5748.5,2932.0
30,2.30769,0.615385,65.0,2.30769,14,1.61739,19.3333,6,5289.5,3069.622641509434
43,3.30769,0.538462,65.0,1.92308,14,1.39358,19.0,6,5289.5,3062.450980392157
37,2.3125,0.5625,96.0,2.1875,17,1.54919,32.0,7,5105.764705882353,2923.126984126984
42,2.625,0.5625,96.0,2.0,17,3.01047,30.0,6,5105.764705882353,2947.6290322580644
42,2.47059,0.529412,107.667,2.11765,18,2.38562,36.0,6,4855.944444444444,2910.5079365079364
42,2.625,0.5625,96.0,2.0,17,3.01047,30.0,6,5105.764705882353,2947.6290322580644
44,2.31579,0.578947,133.0,2.26316,20,2.10266,46.6667,7,5853.95,2968.1184210526317
44,2.31579,0.578947,133.0,2.26316,20,2.10266,46.6667,7,5853.95,2997.7066666666665
55,2.3913,0.521739,191.667,2.6087,24,5.25713,71.3333,8,5481.5,2889.217391304348
0,,,0.0,,1,0.0,0.0,0,0.0,164.0
0,,,0.0,,1,0.0,0.0,0,0.0,0.0
1,1.0,1.0,1.0,1.0,2,0.0,0.0,1,1115.5,1414.3333333333333
0,,,0.0,,1,0.0,0.0,0,0.0,0.0
22,3.14286,0.285714,21.0,1.57143,8,1.08333,2.66667,3,2831.25,1501.695652173913
0,,,0.0,,1,0.0,0.0,0,4430.0,1799.3333333333333
22,3.14286,0.285714,21.0,1.57143,8,1.08333,2.66667,3,2831.25,1501.695652173913
22,3.14286,0.285714,21.0,1.57143,8,1.08333,2.66667,3,2831.25,1501.695652173913
15,1.875,0.25,26.6667,1.625,9,0.875598,5.0,4,5763.444444444444,2312.2903225806454
22,3.14286,0.285714,21.0,1.57143,8,1.08333,2.66667,3,2831.25,1501.695652173913
13,1.85714,0.142857,21.0,1.71429,8,0.0,3.66667,4,6343.5,2351.9333333333334
22,3.14286,0.285714,21.0,1.57143,8,1.08333,2.66667,3,2831.25,1501.695652173913
36,2.4,0.266667,85.0,2.13333,16,5.4359,26.3333,7,5775.125,2640.2280701754385
31,2.58333,0.5,56.0,2.5,13,2.11922,16.3333,6,3855.4615384615386,2182.75
22,3.14286,0.285714,21.0,1.57143,8,1.08333,2.66667,3,2831.25,1501.695652173913
36,2.4,0.266667,85.0,2.13333,16,5.4359,26.3333,7,5775.125,2640.2280701754385
20,1.81818,0.454545,47.6667,2.63636,12,1.80319,13.3333,6,3472.1666666666665,2021.923076923077
22,3.14286,0.285714,21.0,1.57143,8,1.08333,2.66667,3,2831.25,1501.695652173913
36,2.4,0.266667,85.0,2.13333,16,5.4359,26.3333,7,5775.125,2640.2280701754385
31,2.58333,0.5,56.0,2.5,13,2.11922,16.3333,6,3254.230769230769,1987.35
1,1.0,0.0,1.0,1.0,2,0.0,0.0,1,6872.0,3210.6
22,3.14286,0.285714,21.0,1.57143,8,1.08333,2.66667,3,2831.25,1501.695652173913
36,2.4,0.266667,85.0,2.13333,16,5.4359,26.3333,7,5775.125,2640.2280701754385
31,2.58333,0.5,56.0,2.5,13,2.11922,16.3333,6,3254.230769230769,1987.35
1,1.0,0.0,1.0,1.0,2,0.0,0.0,1,6872.0,3982.0
22,3.14286,0.285714,21.0,1.57143,8,1.08333,2.66667,3,2831.25,1501.695652173913
36,2.4,0.266667,85.0,2.13333,16,5.4359,26.3333,7,5775.125,2640.2280701754385
31,2.58333,0.5,56.0,2.5,13,2.11922,16.3333,6,3254.230769230769,1987.35
1,1.0,0.0,1.0,1.0,2,0.0,0.0,1,6872.0,3397.8
22,3.14286,0.285714,21.0,1.57143,8,1.08333,2.66667,3,2831.25,1501.695652173913
36,2.4,0.266667,85.0,2.13333,16,5.4359,26.3333,7,5775.125,2640.2280701754385
31,2.58333,0.5,56.0,2.5,13,2.11922,16.3333,6,3254.230769230769,1987.35
1,1.0,0.0,1.0,1.0,2,0.0,0.0,1,6872.0,3982.0
22,3.14286,0.285714,21.0,1.57143,8,1.08333,2.66667,3,2831.25,1501.695652173913
36,2.4,0.266667,85.0,2.13333,16,5.4359,26.3333,7,5775.125,2640.2280701754385
31,2.58333,0.5,56.0,2.5,13,2.11922,16.3333,6,3254.230769230769,1987.35
22,2.75,0.5,26.6667,1.375,9,0.654545,4.66667,4,7153.555555555556,2801.266666666667
9,1.5,0.666667,16.0,2.0,7,0.0,3.0,4,4967.714285714285,2329.7916666666665
22,3.14286,0.285714,21.0,1.57143,8,1.08333,2.66667,3,2831.25,1501.695652173913
36,2.4,0.266667,85.0,2.13333,16,5.4359,26.3333,7,5775.125,2640.2280701754385
31,2.58333,0.5,56.0,2.5,13,2.11922,16.3333,6,3254.230769230769,1987.35
22,2.75,0.5,26.6667,1.375,9,0.654545,4.66667,4,7153.555555555556,2801.266666666667
9,1.5,0.666667,16.0,2.0,7,0.0,3.0,4,4967.714285714285,2329.7916666666665
22,3.14286,0.285714,21.0,1.57143,8,1.08333,2.66667,3,2831.25,1501.695652173913
36,2.4,0.266667,85.0,2.13333,16,5.4359,26.3333,7,5775.125,2640.2280701754385
31,2.58333,0.5,56.0,2.5,13,2.11922,16.3333,6,3254.230769230769,1987.35
22,2.75,0.5,26.6667,1.375,9,0.654545,4.66667,4,7153.555555555556,2801.266666666667
29,2.63636,0.545455,47.6667,2.54545,12,1.43564,13.0,5,3720.8333333333335,2071.8
1,1.0,0.0,1.0,1.0,2,0.0,0.0,1,6692.0,3125.8
22,3.14286,0.285714,21.0,1.57143,8,1.08333,2.66667,3,2831.25,1501.695652173913
36,2.4,0.266667,85.0,2.13333,16,5.4359,26.3333,7,5775.125,2640.2280701754385
31,2.58333,0.5,56.0,2.5,13,2.11922,16.3333,6,3254.230769230769,1987.35
22,2.75,0.5,26.6667,1.375,9,0.654545,4.66667,4,7153.555555555556,2801.266666666667
29,2.63636,0.545455,47.6667,2.54545,12,1.43564,13.0,5,3720.8333333333335,2071.8
1,1.0,0.0,1.0,1.0,2,0.0,0.0,1,6692.0,3782.5
22,3.14286,0.285714,21.0,1.57143,8,1.08333,2.66667,3,2831.25,1501.695652173913
36,2.4,0.266667,85.0,2.13333,16,5.4359,26.3333,7,5775.125,2640.2280701754385
31,2.58333,0.5,56.0,2.5,13,2.11922,16.3333,6,3254.230769230769,1987.35
22,2.75,0.5,26.6667,1.375,9,0.654545,4.66667,4,7153.555555555556,2801.266666666667
29,2.63636,0.545455,47.6667,2.54545,12,1.43564,13.0,5,3720.8333333333335,2071.8
16,2.28571,0.428571,21.0,1.85714,8,1.03788,4.0,4,2938.5,1928.8064516129032
22,3.14286,0.285714,21.0,1.57143,8,1.08333,2.66667,3,2831.25,1501.695652173913
36,2.4,0.266667,85.0,2.13333,16,5.4359,26.3333,7,5775.125,2640.2280701754385
31,2.58333,0.5,56.0,2.5,13,2.11922,16.3333,6,3254.230769230769,1987.35
22,2.75,0.5,26.6667,1.375,9,0.654545,4.66667,4,7153.555555555556,2801.266666666667
29,2.63636,0.545455,47.6667,2.54545,12,1.43564,13.0,5,3720.8333333333335,2071.8
10,1.66667,0.333333,16.0,2.0,7,0.571429,2.66667,4,3142.1428571428573,1942.6666666666667
22,3.14286,0.285714,21.0,1.57143,8,1.08333,2.66667,3,2831.25,1501.695652173913
36,2.4,0.266667,85.0,2.13333,16,5.4359,26.3333,7,5775.125,2640.2280701754385
31,2.58333,0.5,56.0,2.5,13,2.11922,16.3333,6,3254.230769230769,1987.35
22,2.75,0.5,26.6667,1.375,9,0.654545,4.66667,4,7153.555555555556,2801.266666666667
29,2.63636,0.545455,47.6667,2.54545,12,1.43564,13.0,5,3720.8333333333335,2071.8
16,2.28571,0.428571,21.0,1.85714,8,1.03788,4.0,4,2942.5,1929.8387096774193
8,1.6,0.4,11.6667,1.6,6,0.0,1.0,3,673.5,405.5416666666667
7,1.75,0.25,8.0,1.5,5,0.0,0.666667,3,309.0,291.65
10,1.66667,0.333333,16.0,1.83333,7,0.0,2.33333,4,481.42857142857144,348.76
10,1.66667,0.333333,16.0,1.83333,7,0.0,2.33333,4,481.42857142857144,350.9583333333333
26,2.6,0.3,40.0,2.1,11,0.0,8.33333,4,1669.1818181818182,719.3142857142857
23,2.875,0.25,26.6667,2.0,9,0.0,4.66667,4,516.5555555555555,353.875
36,3.27273,0.363636,47.6667,2.0,12,0.666667,11.0,4,542.0833333333334,358.3421052631579
26,2.6,0.2,40.0,2.1,11,1.07759,8.33333,4,1009.8181818181819,502.7027027027027
36,3.27273,0.363636,47.6667,2.0,12,0.666667,11.0,4,542.0833333333334,358.3421052631579
24,2.66667,0.222222,33.0,2.0,10,0.868182,5.66667,4,1081.2,508.44444444444446
36,3.27273,0.363636,47.6667,2.0,12,0.666667,11.0,4,542.0833333333334,358.3421052631579
32,2.28571,0.285714,74.6667,2.64286,15,2.76393,21.6667,6,846.6,539.6607142857143
36,3.27273,0.363636,47.6667,2.0,12,0.666667,11.0,4,542.0833333333334,358.3421052631579
41,3.15385,0.307692,65.0,2.23077,14,2.49265,17.6667,5,894.7857142857143,546.3454545454546
36,3.27273,0.363636,47.6667,2.0,12,0.666667,11.0,4,542.0833333333334,358.3421052631579
33,2.53846,0.307692,65.0,2.38462,14,1.03023,16.3333,5,894.7857142857143,536.45
36,3.27273,0.363636,47.6667,2.0,12,0.666667,11.0,4,542.0833333333334,358.3421052631579
33,2.53846,0.307692,65.0,2.38462,14,1.03023,16.3333,5,894.7857142857143,544.7457627118644
36,3.27273,0.363636,47.6667,2.0,12,0.666667,11.0,4,542.0833333333334,358.3421052631579
49,3.0625,0.375,96.0,2.625,17,3.44902,29.6667,6,892.8823529411765,554.6865671641791
25,2.77778,0.333333,33.0,1.88889,10,0.583333,7.0,4,468.0,324.24242424242425
49,3.0625,0.375,96.0,2.625,17,3.44902,29.6667,6,892.8823529411765,554.6865671641791
25,2.77778,0.333333,33.0,1.88889,10,0.583333,7.0,4,468.0,324.24242424242425
49,3.0625,0.375,96.0,2.625,17,3.44902,29.6667,6,892.8823529411765,554.6865671641791
25,2.77778,0.333333,33.0,1.88889,10,0.583333,7.0,4,468.0,324.24242424242425
49,3.0625,0.375,96.0,2.625,17,3.44902,29.6667,6,892.8823529411765,554.6865671641791
36,3.27273,0.363636,47.6667,2.0,12,0.666667,11.0,4,570.8333333333334,361.3888888888889
49,3.0625,0.375,96.0,2.625,17,3.44902,29.6667,6,892.8823529411765,554.6865671641791
30,3.0,0.4,40.0,2.0,11,0.559524,9.33333,4,513.4545454545455,343.1764705882353
49,3.0625,0.375,96.0,2.625,17,3.44902,29.6667,6,892.8823529411765,554.6865671641791
36,3.27273,0.363636,47.6667,2.0,12,0.666667,11.0,4,526.5,345.75
49,3.0625,0.375,96.0,2.625,17,3.44902,29.6667,6,892.8823529411765,554.6865671641791
36,3.27273,0.363636,47.6667,2.0,12,0.666667,11.0,4,526.5,345.75
49,3.0625,0.375,96.0,2.625,17,3.44902,29.6667,6,892.8823529411765,713.5441176470588
36,3.27273,0.363636,47.6667,2.0,12,0.666667,11.0,4,526.5,345.75
52,3.25,0.375,96.0,2.375,17,3.50278,29.0,6,892.8823529411765,721.8656716417911
36,3.27273,0.363636,47.6667,2.0,12,0.666667,11.0,4,526.5,345.75
52,3.25,0.375,96.0,2.375,17,3.50278,29.0,6,892.8823529411765,721.8656716417911
11,1.83333,0.5,16.0,1.16667,7,0.0,1.33333,3,911.4285714285714,774.5652173913044
36,3.27273,0.363636,47.6667,2.0,12,0.666667,11.0,4,526.5,345.75
52,3.25,0.375,96.0,2.375,17,3.50278,29.0,6,892.8823529411765,721.8656716417911
11,1.83333,0.5,16.0,1.16667,7,0.0,1.33333,3,911.4285714285714,805.1904761904761
